상품코드,진열상태,판매상태,상품분류 번호,상품분류 신상품영역,상품분류 추천상품영역,상품명,상품 요약설명,상품 간략설명,검색어설정,소비자가,공급가,상품가,판매가,검색엔진최적화(SEO) Title,검색엔진최적화(SEO) Author,검색엔진최적화(SEO) Description,검색엔진최적화(SEO) Keywords,검색엔진최적화(SEO) 상품 이미지 Alt 텍스트
P00000GN,Y,Y,53|97|56|109,N|N|N|N,N|N|N|N,[인생]국물떡볶이 매운맛 430g,매콤달콤 떡볶이,◆ 데우기만 하면 완성! 매콤달콤 떡볶이,"간편식,간편조리,건강,국물떡볶이,만원요리,매운맛,매콤,맥주안주,모임각,바삭한,손님접대,술안주,술한잔,인생,전체상품,정통,정품,즉석,즉석요리,최",5166,3100,3800,4180,최씨남매 국물떡볶이 매운맛 430g - 만원요리 전문 프리미엄 품질,만원요리 최씨남매,"최씨남매 만원요리 국물떡볶이 매운맛 430g - 매콤달콤 떡볶이. 집에서 즐기는 정통 맛, 정품 보장 프리미엄 상품입니다.","간편식,간편조리,건강,국물떡볶이,만원요리,매운맛,매콤,맥주안주,모임각,바삭한,손님접대,술안주,술한잔,인생,전체상품,정통,정품,즉석,즉석요리,최",최씨남매 국물떡볶이 매운맛 430g - 만원요리 프리미엄 상품
P00000GM,N,N,53|99|56,N|N|N,N|N|N,만원요리 최씨남매 최저가 도전! 가성비 끝판왕 보러가기,고소하고 진한 맛,※ 고소하고 진한! 부드럽고 담백한 맛,"가성비,고소한,끝판왕,도전,만원요리,만원요리추천,맛집,맥주안주,모임각,보러가기,손님접대,술안주,술한잔,시간절약,신선,영양,전체상품,정품,집밥",1,1,1,1,만원요리 최씨남매 | 만원요리 최씨남매 최저가 도전! 가성비 끝판왕 보러가기 정품 프리미엄,만원요리 최씨남매,"만원요리 최씨남매에서 엄선한 만원요리 최씨남매 최저가 도전! 가성비 끝판왕 보러가기. 고소하고 진한 맛. 정품 보장, 프리미엄 품질로 집에서 간편하게 즐기세요.","가성비,고소한,끝판왕,도전,만원요리,만원요리추천,맛집,맥주안주,모임각,보러가기,손님접대,술안주,술한잔,시간절약,신선,영양,전체상품,정품,집밥,",만원요리 최씨남매 만원요리 최씨남매 최저가 도전! 가성비 끝판왕 보러가기 상품 이미지
P00000GL,N,N,53|56|108|75,N|N|N|N,N|N|N|N,[모비딕]냉동한우한돈 함박스테이크125g*8개,정통 스타일의 요리,◆ 신선한 재료로! 정통 스타일의 요리,"1인분,간편조리,냉동한우한돈,만원요리,맛있는,맥주안주,모비딕,밀키트,부드러운,손님접대,술안주,술한잔,시간절약,인기,전체상품,정품,집밥,집밥각",13640,8184,9818,10800,냉동한우한돈 함박스테이크125g*8개 - 만원요리 최씨남매 추천 프리미엄 상품,만원요리 최씨남매,만원요리 최씨남매 냉동한우한돈 함박스테이크125g*8개. 정통 스타일의 요리. 정성스럽게 준비한 프리미엄 상품으로 특별한 한 끼를 완성하세요.,"1인분,간편조리,냉동한우한돈,만원요리,맛있는,맥주안주,모비딕,밀키트,부드러운,손님접대,술안주,술한잔,시간절약,인기,전체상품,정품,집밥,집밥각,",만원요리 최씨남매 추천 냉동한우한돈 함박스테이크125g*8개
P00000GK,Y,Y,53|56|108|75,N|N|N|N,N|N|N|N,[모비딕] 데리야끼숯불닭꼬치80G*20개,깊은 맛의 프리미엄,※ 전통 방식으로! 깊은 맛의 프리미엄,"간편식,간편조리,고급,달콤,데리야끼숯불닭꼬치,만원요리,모비딕,밀키트,베스트,술한잔,시간절약,안전,전체상품,정통,정품,집밥,집밥각,쫄깃한,최씨",28966,17380,19818,21800,최씨남매 만원요리 데리야끼숯불닭꼬치80G*20개 | 정품 보장 프리미엄 맛,만원요리 최씨남매,데리야끼숯불닭꼬치80G*20개 | 만원요리 최씨남매 추천. 깊은 맛의 프리미엄. 간편 조리로 완성하는 프리미엄 맛을 경험하세요.,"간편식,간편조리,고급,달콤,데리야끼숯불닭꼬치,만원요리,모비딕,밀키트,베스트,술한잔,시간절약,안전,전체상품,정통,정품,집밥,집밥각,쫄깃한,최씨",데리야끼숯불닭꼬치80G*20개 | 만원요리 최씨남매 정품
P00000GJ,Y,Y,53|56|108|75,N|N|N|N,N|N|N|N,[모비딕]냉동훈제오리 슬라이스800g,신선한 재료로 만든,◆ 간단 조리로 완성! 고급 레시피의 맛,"간편식,간편조리,건강,고급,냉동훈제오리,만원요리,매콤,모비딕,모임각,밀키트,바삭한,슬라이스,시간절약,전체상품,정통,정품,즉석,즉석요리,최씨남",11641,6985,8000,8800,만원요리 최씨남매 냉동훈제오리 슬라이스800g - 집에서 즐기는 프리미엄,만원요리 최씨남매,"최씨남매 만원요리 냉동훈제오리 슬라이스800g - 신선한 재료로 만든. 집에서 즐기는 정통 맛, 정품 보장 프리미엄 상품입니다.","간편식,간편조리,건강,고급,냉동훈제오리,만원요리,매콤,모비딕,모임각,밀키트,바삭한,슬라이스,시간절약,전체상품,정통,정품,즉석,즉석요리,최씨남",최씨남매 냉동훈제오리 슬라이스800g - 만원요리 프리미엄 상품
P00000GD,N,N,53|99|100|55|64|56|67|58,N|N|N|N|N|N|N|N,N|N|N|N|N|N|N|N,[반찬단지]총각김치 (국내산) 10KG,부드럽고 담백한 맛,※ 전통 방식으로! 깊은 맛의 프리미엄,"1인분,간편식,간편조리,고급,국내산,만원요리,맛있는,밀키트,반찬단지,부드러운,손님접대,시간절약,인기,전체상품,정통,정품,즉석요리,집밥각,총각김",66666,40000,48527,53380,최씨남매 총각김치 (국내산) 10KG - 만원요리 전문 프리미엄 품질,만원요리 최씨남매,만원요리 최씨남매 총각김치 (국내산) 10KG. 부드럽고 담백한 맛. 정성스럽게 준비한 프리미엄 상품으로 특별한 한 끼를 완성하세요.,"1인분,간편식,간편조리,고급,국내산,만원요리,맛있는,밀키트,반찬단지,부드러운,손님접대,시간절약,인기,전체상품,정통,정품,즉석요리,집밥각,총각김",만원요리 최씨남매 추천 총각김치 (국내산) 10KG
P00000GE,N,N,53|99|100|55|64|56|67,N|N|N|N|N|N|N,N|N|N|N|N|N|N,[반찬단지]맛김치(중국산) 10KG,프리미엄 품질의 맛,◆ 신선한 재료로! 정통 스타일의 요리,"간편조리,고급,고소한,만원요리,만원요리추천,맛김치,맛집,밀키트,반찬단지,시간절약,신선,영양,전체상품,정통,정품,중국산,집밥,집밥각,최씨남매,파",20833,12500,15164,16680,만원요리 최씨남매 맛김치(중국산) 10KG - 집에서 즐기는 프리미엄,만원요리 최씨남매,"만원요리 최씨남매에서 엄선한 맛김치(중국산) 10KG. 프리미엄 품질의 맛. 정품 보장, 프리미엄 품질로 집에서 간편하게 즐기세요.","간편조리,고급,고소한,만원요리,만원요리추천,맛김치,맛집,밀키트,반찬단지,시간절약,신선,영양,전체상품,정통,정품,중국산,집밥,집밥각,최씨남매,파",만원요리 최씨남매 맛김치(중국산) 10KG 상품 이미지
P00000GF,Y,N,53|99|100|55|64|56|67,N|N|N|N|N|N|N,N|N|N|N|N|N|N,[반찬단지]슬라이스김치(중국산) 10KG,정성스럽게 만든 요리,※ 고소하고 진한! 부드럽고 담백한 맛,"간편조리,건강,만원요리,매콤,맥주안주,모임각,밀키트,바삭한,반찬단지,술안주,술한잔,슬라이스김치,시간절약,전체상품,정통,정품,중국산,즉석,집밥",20833,12500,15164,16680,최씨남매 만원요리 슬라이스김치(중국산) 10KG | 정품 보장 프리미엄 맛,만원요리 최씨남매,"최씨남매 만원요리 슬라이스김치(중국산) 10KG - 정성스럽게 만든 요리. 집에서 즐기는 정통 맛, 정품 보장 프리미엄 상품입니다.","간편조리,건강,만원요리,매콤,맥주안주,모임각,밀키트,바삭한,반찬단지,술안주,술한잔,슬라이스김치,시간절약,전체상품,정통,정품,중국산,즉석,집밥,",최씨남매 슬라이스김치(중국산) 10KG - 만원요리 프리미엄 상품
P00000GG,N,N,53|99|100|102|55|64|56|67,N|N|N|N|N|N|N|N,N|N|N|N|N|N|N|N,[반찬단지]포기김치(중국산) 10KG,집에서 즐기는 특별함,※ 간편하게 조리하세요! 프리미엄 품질의 맛,"간편식,고급,달콤,만원요리,맥주안주,모임각,밀키트,반찬단지,베스트,손님접대,술안주,술한잔,안전,전체상품,정품,중국산,집밥,집밥각,쫄깃한,최씨남",20500,12300,14982,16480,포기김치(중국산) 10KG - 만원요리 최씨남매 추천 프리미엄 상품,만원요리 최씨남매,포기김치(중국산) 10KG | 만원요리 최씨남매 추천. 집에서 즐기는 특별함. 간편 조리로 완성하는 프리미엄 맛을 경험하세요.,"간편식,고급,달콤,만원요리,맥주안주,모임각,밀키트,반찬단지,베스트,손님접대,술안주,술한잔,안전,전체상품,정품,중국산,집밥,집밥각,쫄깃한,최씨남",포기김치(중국산) 10KG | 만원요리 최씨남매 정품
P00000GH,N,N,53|99|100|55|64|56|67,N|N|N|N|N|N|N,N|N|N|N|N|N|N,[반찬단지]대파김치(중국산) 10KG,고급 레시피의 완성,◆ 조리하기 쉬워요! 정성스럽게 만든 요리,"1인분,간편식,대파김치,만원요리,맛있는,맥주안주,모임각,반찬단지,부드러운,손님접대,술안주,술한잔,인기,전체상품,정품,중국산,즉석요리,집밥각,최",50000,30000,36436,40080,만원요리 최씨남매 | 대파김치(중국산) 10KG 정품 프리미엄,만원요리 최씨남매,만원요리 최씨남매 대파김치(중국산) 10KG. 고급 레시피의 완성. 정성스럽게 준비한 프리미엄 상품으로 특별한 한 끼를 완성하세요.,"1인분,간편식,대파김치,만원요리,맛있는,맥주안주,모임각,반찬단지,부드러운,손님접대,술안주,술한잔,인기,전체상품,정품,중국산,즉석요리,집밥각,최",만원요리 최씨남매 추천 대파김치(중국산) 10KG
P00000GI,N,N,53|99|100|55|64|56|67,N|N|N|N|N|N|N,N|N|N|N|N|N|N,[반찬단지]쪽파김치(중국산) 10KG,전통 방식으로 조리,※ 데우기만 하면 완성! 집에서 즐기는 특별함,"간편식,고급,고소한,만원요리,만원요리추천,맛집,모임각,반찬단지,손님접대,시간절약,신선,영양,전체상품,정통,정품,중국산,즉석요리,쪽파김치,최씨",61666,37000,44891,49380,최씨남매 쪽파김치(중국산) 10KG - 만원요리 전문 프리미엄 품질,만원요리 최씨남매,"만원요리 최씨남매에서 엄선한 쪽파김치(중국산) 10KG. 전통 방식으로 조리. 정품 보장, 프리미엄 품질로 집에서 간편하게 즐기세요.","간편식,고급,고소한,만원요리,만원요리추천,맛집,모임각,반찬단지,손님접대,시간절약,신선,영양,전체상품,정통,정품,중국산,즉석요리,쪽파김치,최씨",만원요리 최씨남매 쪽파김치(중국산) 10KG 상품 이미지
P00000FW,N,N,53|98|99|100|55|64|56|67,N|N|N|N|N|N|N|N,N|N|N|N|N|N|N|N,[반찬단지]갓김치(국내산) 10KG,정통 스타일의 요리,◆ 조리하기 쉬워요! 정성스럽게 만든 요리,"간편식,간편조리,갓김치,건강,고급,국내산,만원요리,매콤,모임각,밀키트,바삭한,반찬단지,시간절약,전체상품,정통,정품,즉석,즉석요리,최씨남매,추천",75000,45000,54618,60080,갓김치(국내산) 10KG - 만원요리 최씨남매 추천 프리미엄 상품,만원요리 최씨남매,"최씨남매 만원요리 갓김치(국내산) 10KG - 정통 스타일의 요리. 집에서 즐기는 정통 맛, 정품 보장 프리미엄 상품입니다.","간편식,간편조리,갓김치,건강,고급,국내산,만원요리,매콤,모임각,밀키트,바삭한,반찬단지,시간절약,전체상품,정통,정품,즉석,즉석요리,최씨남매,추천,",최씨남매 갓김치(국내산) 10KG - 만원요리 프리미엄 상품
P00000FX,N,N,53|99|100|55|64|56|67,N|N|N|N|N|N|N,N|N|N|N|N|N|N,[반찬단지]대파김치 (국내산) 10KG,고소하고 진한 맛,※ 데우기만 하면 완성! 집에서 즐기는 특별함,"간편식,간편조리,고급,국내산,달콤,대파김치,만원요리,밀키트,반찬단지,베스트,술한잔,시간절약,안전,전체상품,정통,정품,집밥,집밥각,쫄깃한,최씨남",75000,45000,54618,60080,만원요리 최씨남매 | 대파김치 (국내산) 10KG 정품 프리미엄,만원요리 최씨남매,대파김치 (국내산) 10KG | 만원요리 최씨남매 추천. 고소하고 진한 맛. 간편 조리로 완성하는 프리미엄 맛을 경험하세요.,"간편식,간편조리,고급,국내산,달콤,대파김치,만원요리,밀키트,반찬단지,베스트,술한잔,시간절약,안전,전체상품,정통,정품,집밥,집밥각,쫄깃한,최씨남",대파김치 (국내산) 10KG | 만원요리 최씨남매 정품
P00000FY,N,N,53|99|100|55|64|56|67,N|N|N|N|N|N|N,N|N|N|N|N|N|N,[반찬단지]백김치 (국내산) 10KG,부드럽고 담백한 맛,◆ 간단 조리로 완성! 고급 레시피의 맛,"1인분,간편조리,국내산,만원요리,맛있는,맥주안주,밀키트,반찬단지,백김치,부드러운,손님접대,술안주,술한잔,시간절약,인기,전체상품,정품,집밥",46666,28000,33982,37380,최씨남매 백김치 (국내산) 10KG - 만원요리 전문 프리미엄 품질,만원요리 최씨남매,만원요리 최씨남매 백김치 (국내산) 10KG. 부드럽고 담백한 맛. 정성스럽게 준비한 프리미엄 상품으로 특별한 한 끼를 완성하세요.,"1인분,간편조리,국내산,만원요리,맛있는,맥주안주,밀키트,반찬단지,백김치,부드러운,손님접대,술안주,술한잔,시간절약,인기,전체상품,정품,집밥,집밥",만원요리 최씨남매 추천 백김치 (국내산) 10KG
P00000FZ,N,N,53|99|100|54|55|64|56|67,N|N|N|N|N|N|N|N,N|N|N|N|N|N|N|N,[반찬단지]포기김치 (국내산) 10KG,프리미엄 품질의 맛,※ 전통 방식으로! 깊은 맛의 프리미엄,"고소한,국내산,만원요리,만원요리추천,맛집,맥주안주,모임각,반찬단지,손님접대,술안주,술한잔,시간절약,신선,영양,전체상품,정품,집밥,집밥각,최씨",55000,33000,40073,44080,만원요리 최씨남매 포기김치 (국내산) 10KG - 집에서 즐기는 프리미엄,만원요리 최씨남매,"만원요리 최씨남매에서 엄선한 포기김치 (국내산) 10KG. 프리미엄 품질의 맛. 정품 보장, 프리미엄 품질로 집에서 간편하게 즐기세요.","고소한,국내산,만원요리,만원요리추천,맛집,맥주안주,모임각,반찬단지,손님접대,술안주,술한잔,시간절약,신선,영양,전체상품,정품,집밥,집밥각,최씨",만원요리 최씨남매 포기김치 (국내산) 10KG 상품 이미지
P00000GA,N,N,53|99|100|54|55|64|56|67,N|N|N|N|N|N|N|N,N|N|N|N|N|N|N|N,[반찬단지]동치미 (국내산) 10KG,깊은 맛의 프리미엄,◆ 조리하기 쉬워요! 정성스럽게 만든 요리,"고소한,국내산,동치미,만원요리,만원요리추천,맛집,맥주안주,모임각,반찬단지,손님접대,술안주,술한잔,시간절약,신선,영양,전체상품,정품,집밥",35000,21000,25527,28080,최씨남매 만원요리 동치미 (국내산) 10KG | 정품 보장 프리미엄 맛,만원요리 최씨남매,"만원요리 최씨남매에서 엄선한 동치미 (국내산) 10KG. 깊은 맛의 프리미엄. 정품 보장, 프리미엄 품질로 집에서 간편하게 즐기세요.","고소한,국내산,동치미,만원요리,만원요리추천,맛집,맥주안주,모임각,반찬단지,손님접대,술안주,술한잔,시간절약,신선,영양,전체상품,정품,집밥,집밥",만원요리 최씨남매 동치미 (국내산) 10KG 상품 이미지
P00000GB,N,N,53|99|100|55|64|56|67,N|N|N|N|N|N|N,N|N|N|N|N|N|N,[반찬단지]미니깍두기 (국내산) 10KG,정통 스타일의 요리,※ 데우기만 하면 완성! 집에서 즐기는 특별함,"간편식,간편조리,건강,국내산,만원요리,매콤,맥주안주,모임각,미니깍두기,바삭한,반찬단지,손님접대,술안주,술한잔,전체상품,정통,정품,즉석,즉석요",35000,21000,25527,28080,미니깍두기 (국내산) 10KG - 만원요리 최씨남매 추천 프리미엄 상품,만원요리 최씨남매,"최씨남매 만원요리 미니깍두기 (국내산) 10KG - 정통 스타일의 요리. 집에서 즐기는 정통 맛, 정품 보장 프리미엄 상품입니다.","간편식,간편조리,건강,국내산,만원요리,매콤,맥주안주,모임각,미니깍두기,바삭한,반찬단지,손님접대,술안주,술한잔,전체상품,정통,정품,즉석,즉석요",최씨남매 미니깍두기 (국내산) 10KG - 만원요리 프리미엄 상품
P00000GC,Y,Y,53|99|100|55|64|56|67,N|N|N|N|N|N|N,N|N|N|N|N|N|N,[반찬단지]열무김치 (국내산) 10KG(주문후 5일이내 배송),고소하고 진한 맛,◆ 간단 조리로 완성! 고급 레시피의 맛,"간편식,고급,국내산,달콤,만원요리,모임각,밀키트,반찬단지,배송,베스트,손님접대,술한잔,안전,열무김치,일이내,전체상품,정통,정품,주문후,즉석요리",66666,40000,48527,53380,만원요리 최씨남매 | 열무김치 (국내산) 10KG(주문후 5일이내 배송) 정품 프리미엄,만원요리 최씨남매,열무김치 (국내산) 10KG(주문후 5일이내 배송) | 만원요리 최씨남매 추천. 고소하고 진한 맛. 간편 조리로 완성하는 프리미엄 맛을 경험하세요.,"간편식,고급,국내산,달콤,만원요리,모임각,밀키트,반찬단지,배송,베스트,손님접대,술한잔,안전,열무김치,일이내,전체상품,정통,정품,주문후,즉석요리,",열무김치 (국내산) 10KG(주문후 5일이내 배송) | 만원요리 최씨남매 정품
